feature,files,avg_of_avg_vol,std_of_avg_vol,min_avg_vol,max_avg_vol
Euro/Dollar,8,0.02654932699455679,0.020494380659189262,0.007822855284820443,0.06315083029243726
Euro/UK,8,0.04334239367460388,0.022210617054725455,0.012665423795380368,0.07969905910295733
GDP,8,12175.08445804446,5935.062497101457,5312.407849480367,23382.552325257726
Inflation,8,3.4086657531307285,2.155839197680951,1.4413260587352956,6.719866407021913
InterestRate,8,0.48131785250038356,0.40363197368356024,0.08826788777504305,1.096786993355279
Swiss franc/Euro,8,0.023503337484261862,0.016854061293719497,0.004874511944006591,0.05491357991621807
Unemployment,8,0.3288389205728991,0.03750222952384934,0.25746868927122196,0.3680555559958412
