"('VIX', '^VIX')","('EURUSD', 'EURUSD=X')","('WTI_Oil', 'CL=F')","('DAX', '^GDAXI')","('SP500', '^GSPC')",SOFR,Repo_Volume
12.40999984741211,1.1694128513336182,68.5199966430664,12689.3896484375,2820.39990234375,1.9,4.895
12.289999961853027,1.1685519218444824,69.30000305175781,12579.330078125,2846.070068359375,1.87,0.72
12.140000343322754,1.1737502813339233,69.61000061035156,12809.23046875,2837.43994140625,1.9,1.571
13.029999732971191,1.1642934083938599,68.69000244140625,12860.400390625,2818.820068359375,1.88,1.47
14.260000228881836,1.16604483127594,70.12999725341797,12798.2001953125,2802.60009765625,1.88,1.995
12.829999923706055,1.1707408428192139,68.76000213623047,12805.5,2816.2900390625,1.93,9.045
13.149999618530273,1.168961763381958,67.66000366210938,12737.0498046875,2813.360107421875,1.88,0.795
12.1899995803833,1.1665889024734497,68.95999908447266,12546.330078125,2827.219970703125,1.91,1.817
11.640000343322754,1.1586008071899414,68.48999786376953,12615.759765625,2840.35009765625,1.86,1.673
11.270000457763672,1.1562297344207764,69.01000213623047,12598.2099609375,2850.39990234375,1.86,2.095
10.930000305175781,1.1558021306991577,69.16999816894531,12648.1904296875,2858.449951171875,1.87,2.337
10.850000381469727,1.1602946519851685,66.94000244140625,12633.5400390625,2857.699951171875,1.88,1.659
11.270000457763672,1.1610760688781738,66.80999755859375,12676.1103515625,2853.580078125,1.91,1.745
13.15999984741211,1.1523923873901367,67.62999725341797,12424.349609375,2833.280029296875,1.9,2.47
14.779999732971191,1.1394712924957275,67.19999694824219,12358.740234375,2821.929931640625,1.91,1.383
13.3100004196167,1.1402509212493896,67.04000091552734,12358.8701171875,2839.9599609375,1.93,0.685
14.640000343322754,1.1345715522766113,65.01000213623047,12163.009765625,2818.3701171875,1.98,0.315
13.449999809265137,1.134429931640625,65.45999908447266,12237.169921875,2840.68994140625,1.99,0.532
12.640000343322754,1.1371389627456665,65.91000366210938,12210.5498046875,2850.1298828125,1.9,4.016
12.489999771118164,1.1437721252441406,66.43000030517578,12331.2998046875,2857.050048828125,1.9,1.646
12.859999656677246,1.149134635925293,67.3499984741211,12384.490234375,2862.9599609375,1.9,1.466
12.25,1.1576753854751587,67.86000061035156,12385.7001953125,2861.820068359375,1.9,1.126
12.40999984741211,1.1584800481796265,67.83000183105469,12365.580078125,2856.97998046875,1.94,2.416
11.989999771118164,1.154334545135498,68.72000122070312,12394.51953125,2874.68994140625,1.95,4.665
12.15999984741211,1.164890170097351,68.87000274658203,12538.3095703125,2896.739990234375,1.95,0.996
12.5,1.1683608293533325,68.52999877929688,12527.419921875,2897.52001953125,1.95,1.415
12.25,1.1691256761550903,69.51000213623047,12561.6796875,2914.0400390625,1.93,0.84
13.529999732971191,1.1709738969802856,70.25,12494.240234375,2901.1298828125,1.93,0.985
12.859999656677246,1.1664663553237915,69.80000305175781,12364.0595703125,2901.52001953125,1.97,0.39
12.859999656677246,1.1601063013076782,69.80000305175781,12346.41015625,2901.52001953125,1.97,0.39
13.15999984741211,1.161548137664795,69.87000274658203,12210.2099609375,2896.719970703125,1.95,0.595
13.90999984741211,1.1586545705795288,68.72000122070312,12040.4599609375,2888.60009765625,1.95,0.01
14.649999618530273,1.1635212898254395,67.7699966430664,11955.25,2878.050048828125,1.94,0.815
14.880000114440918,1.1620069742202759,67.75,11959.6298828125,2871.679931640625,1.94,0.015
14.15999984741211,1.1561094522476196,67.54000091552734,11986.33984375,2877.1298828125,1.94,0.015
13.220000267028809,1.159595012664795,69.25,11970.26953125,2887.889892578125,1.94,1.241
13.140000343322754,1.1596084833145142,70.37000274658203,12032.2998046875,2888.919921875,1.94,1.315
12.369999885559082,1.1629259586334229,68.58999633789062,12055.5498046875,2904.179931640625,1.94,1.791
12.069999694824219,1.1691803932189941,68.98999786376953,12124.330078125,2904.97998046875,1.95,1.315
13.680000305175781,1.1628988981246948,68.91000366210938,12096.41015625,2888.800048828125,2.0,0.715
12.789999961853027,1.1669156551361084,69.8499984741211,12157.669921875,2904.31005859375,1.94,10.115
11.75,1.167992353439331,71.12000274658203,12219.01953125,2907.949951171875,1.92,8.915
11.800000190734863,1.167460560798645,70.80000305175781,12326.48046875,2930.75,1.92,17.868
11.680000305175781,1.1775927543640137,70.77999877929688,12430.8798828125,2929.669921875,1.92,17.465
12.199999809265137,1.1751019954681396,72.08000183105469,12350.8203125,2919.3701171875,1.95,9.34
12.420000076293945,1.175295352935791,72.27999877929688,12374.66015625,2915.56005859375,1.93,3.44
12.890000343322754,1.1763184070587158,71.56999969482422,12385.8896484375,2905.969970703125,1.92,5.625
12.40999984741211,1.1748534440994263,72.12000274658203,12435.58984375,2914.0,2.16,30.056
12.119999885559082,1.1637378931045532,73.25,12246.73046875,2913.97998046875,2.25,48.43
12.0,1.1605371236801147,75.30000305175781,12339.0302734375,2924.590087890625,2.22,4.185
12.050000190734863,1.157755732536316,75.2300033569336,12287.580078125,2923.429931640625,2.2,3.295
11.609999656677246,1.1551746129989624,76.41000366210938,12287.580078125,2925.510009765625,2.2,2.954
14.220000267028809,1.147631287574768,74.33000183105469,12244.1396484375,2901.610107421875,2.18,3.265
14.819999694824219,1.1518083810806274,74.33999633789062,12111.900390625,2885.570068359375,2.16,1.565
15.6899995803833,1.1522595882415771,74.29000091552734,11947.16015625,2884.429931640625,2.16,1.565
15.949999809265137,1.1494120359420776,74.95999908447266,11977.2197265625,2880.340087890625,2.15,2.39
22.959999084472656,1.1506949663162231,73.16999816894531,11712.5,2785.679931640625,2.15,2.39
24.979999542236328,1.1533360481262207,70.97000122070312,11539.349609375,2728.3701171875,2.17,2.016
21.309999465942383,1.1590440273284912,71.33999633789062,11523.8095703125,2767.1298828125,2.18,0.96
21.299999237060547,1.1551345586776733,71.77999877929688,11614.16015625,2750.7900390625,2.21,0.366
17.6200008392334,1.1583458185195923,71.91999816894531,11776.5498046875,2809.919921875,2.18,0.466
17.399999618530273,1.1575279235839844,69.75,11715.0302734375,2809.2099609375,2.18,0.174
20.059999465942383,1.1500862836837769,68.6500015258789,11589.2099609375,2768.780029296875,2.19,10.29
19.889999389648438,1.1460003852844238,69.12000274658203,11553.830078125,2767.780029296875,2.19,3.916
19.639999389648438,1.1509466171264648,69.16999816894531,11524.33984375,2755.8798828125,2.18,3.189
20.709999084472656,1.1467890739440918,66.43000030517578,11274.2802734375,2740.68994140625,2.17,4.466
25.229999542236328,1.147315263748169,66.81999969482422,11191.6298828125,2656.10009765625,2.18,6.444
24.219999313354492,1.1399258375167847,67.33000183105469,11307.1201171875,2705.570068359375,2.19,1.944
24.15999984741211,1.1377859115600586,67.58999633789062,11200.6201171875,2658.68994140625,2.19,2.004
24.700000762939453,1.1398738622665405,67.04000091552734,11335.48046875,2641.25,2.18,1.748
23.350000381469727,1.137617588043213,66.18000030517578,11287.3896484375,2682.6298828125,2.18,0.715
21.229999542236328,1.1346358060836792,65.30999755859375,11447.509765625,2711.739990234375,2.22,4.815
19.34000015258789,1.1316697597503662,63.689998626708984,11468.5400390625,2740.3701171875,2.22,4.64
19.510000228881836,1.1403288841247559,63.13999938964844,11518.990234375,2723.06005859375,2.25,1.51
19.959999084472656,1.1397570371627808,63.099998474121094,11494.9599609375,2738.31005859375,2.24,1.465
19.90999984741211,1.141291856765747,62.209999084472656,11484.33984375,2755.449951171875,2.22,2.54
16.360000610351562,1.1438506841659546,61.66999816894531,11579.099609375,2813.889892578125,2.18,1.875
16.719999313354492,1.1434059143066406,60.66999816894531,11527.3203125,2806.830078125,2.21,1.166
17.360000610351562,1.1368415355682373,60.189998626708984,11529.16015625,2781.010009765625,2.2,0.401
20.450000762939453,1.132502794265747,59.93000030517578,11325.4404296875,2726.219970703125,2.2,0.401
20.020000457763672,1.1233429908752441,55.689998626708984,11472.2197265625,2722.179931640625,2.2,1.065
21.25,1.1311193704605103,56.25,11412.5302734375,2701.580078125,2.2,0.66
19.979999542236328,1.131183385848999,56.459999084472656,11353.669921875,2730.199951171875,2.28,0.494
18.139999389648438,1.1324899196624756,56.459999084472656,11341.0,2736.27001953125,2.26,18.565
20.100000381469727,1.141396164894104,56.7599983215332,11244.5400390625,2690.72998046875,2.24,16.295
22.479999542236328,1.1455016136169434,53.43000030517578,11066.41015625,2641.889892578125,2.2,15.235
20.799999237060547,1.1372424364089966,54.630001068115234,11244.169921875,2649.929931640625,2.18,16.205
20.799999237060547,1.1388354301452637,54.630001068115234,11138.490234375,2649.929931640625,2.18,16.205
21.520000457763672,1.1403158903121948,50.41999816894531,11192.6904296875,2632.56005859375,2.23,13.105
18.899999618530273,1.1337354183197021,51.630001068115234,11354.7197265625,2673.449951171875,2.2,0.615
19.020000457763672,1.1333370208740234,51.560001373291016,11309.1103515625,2682.169921875,2.19,0.44
18.489999771118164,1.1298797130584717,50.290000915527344,11298.8798828125,2743.7900390625,2.19,1.464
18.790000915527344,1.1368545293807983,51.45000076293945,11298.23046875,2737.800048828125,2.24,1.814
18.06999969482422,1.1392766237258911,50.93000030517578,11257.240234375,2760.169921875,2.28,2.49
16.440000534057617,1.1342240571975708,52.95000076293945,11465.4599609375,2790.3701171875,2.23,2.21
20.739999771118164,1.135486125946045,53.25,11335.3203125,2700.06005859375,2.27,2.21
20.739999771118164,1.1342884302139282,53.25,11200.240234375,2700.06005859375,2.27,2.21
21.190000534057617,1.13490629196167,51.4900016784668,10810.98046875,2695.949951171875,2.34,3.36
23.229999542236328,1.1374752521514893,52.61000061035156,10788.08984375,2633.080078125,2.3,5.635
22.639999389648438,1.1400948762893677,51.0,10622.0703125,2637.719970703125,2.22,1.424
21.760000228881836,1.1356538534164429,51.650001525878906,10780.509765625,2636.780029296875,2.19,0.352
21.459999084472656,1.1323105096817017,51.150001525878906,10929.4296875,2651.070068359375,2.2,0.461
20.649999618530273,1.1373459100723267,52.58000183105469,10924.7001953125,2650.5400390625,2.21,0.415
21.6299991607666,1.1363636255264282,51.20000076293945,10865.76953125,2599.949951171875,2.21,0.315
24.520000457763672,1.1305949687957764,49.880001068115234,10772.2001953125,2545.93994140625,2.31,0.415
25.579999923706055,1.1349835395812988,46.2400016784668,10740.8896484375,2546.159912109375,2.32,6.216
25.579999923706055,1.1375399827957153,47.20000076293945,10766.2099609375,2506.9599609375,2.3,5.982
28.3799991607666,1.1389521360397339,45.880001068115234,10611.099609375,2467.419921875,2.41,9.521
30.110000610351562,1.1456853151321411,45.59000015258789,10633.8203125,2416.6201171875,2.4,8.805
36.06999969482422,1.1372811794281006,42.529998779296875,10633.8203125,2351.10009765625,2.41,7.96
36.06999969482422,1.140393853187561,42.529998779296875,10633.8203125,2351.10009765625,2.41,7.96
30.40999984741211,1.1415525674819946,46.220001220703125,10633.8203125,2467.699951171875,2.44,1.005
29.959999084472656,1.1361312866210938,44.61000061035156,10381.509765625,2488.830078125,2.44,3.1
28.34000015258789,1.143105387687683,45.33000183105469,10558.9599609375,2485.739990234375,2.46,3.21
25.420000076293945,1.1439945697784424,45.40999984741211,10558.9599609375,2506.85009765625,3.0,41.848
25.420000076293945,1.1493064165115356,45.40999984741211,10558.9599609375,2506.85009765625,3.0,41.848
23.219999313354492,1.14617121219635,46.540000915527344,10580.1904296875,2510.030029296875,3.15,19.481
25.450000762939453,1.1318106651306152,47.09000015258789,10416.66015625,2447.889892578125,2.7,7.198
21.3799991607666,1.1391078233718872,47.959999084472656,10767.6904296875,2531.93994140625,2.45,2.86
21.399999618530273,1.1410444974899292,48.52000045776367,10747.8095703125,2549.68994140625,2.41,2.786
20.469999313354492,1.1479737758636475,49.779998779296875,10803.98046875,2574.409912109375,2.42,2.811
19.979999542236328,1.1456066370010376,52.36000061035156,10893.3203125,2584.9599609375,2.45,2.537
19.5,1.1554949283599854,52.59000015258789,10921.58984375,2596.639892578125,2.43,2.216
18.190000534057617,1.151012897491455,51.59000015258789,10887.4599609375,2596.260009765625,2.41,2.016
19.06999969482422,1.146013617515564,50.5099983215332,10855.91015625,2582.610107421875,2.4,1.205
18.600000381469727,1.1472889184951782,52.11000061035156,10891.7900390625,2610.300048828125,2.46,2.016
19.040000915527344,1.1416828632354736,52.310001373291016,10931.240234375,2616.10009765625,2.43,1.316
18.059999465942383,1.1398088932037354,52.06999969482422,10918.6201171875,2635.9599609375,2.41,2.065
17.799999237060547,1.13926362991333,53.79999923706055,11205.5400390625,2670.7099609375,2.42,13.165
17.799999237060547,1.1365574598312378,53.79999923706055,11136.2001953125,2670.7099609375,2.42,13.165
20.799999237060547,1.136932134628296,52.56999969482422,11090.1103515625,2632.89990234375,2.41,10.465
19.520000457763672,1.1364023685455322,52.619998931884766,11071.5400390625,2638.699951171875,2.4,11.415
18.889999389648438,1.1388224363327026,53.130001068115234,11130.1796875,2642.330078125,2.41,15.06
17.420000076293945,1.1313496828079224,53.689998626708984,11281.7900390625,2664.760009765625,2.4,1.515
18.8700008392334,1.1413049697875977,51.9900016784668,11210.3095703125,2643.85009765625,2.39,1.265
19.1299991607666,1.143000841140747,53.310001373291016,11218.830078125,2640.0,2.4,1.84
17.65999984741211,1.1435366868972778,54.22999954223633,11181.66015625,2681.050048828125,2.39,0.99
16.56999969482422,1.1487650871276855,53.790000915527344,11173.099609375,2704.10009765625,2.58,1.051
16.139999389648438,1.1449507474899292,55.2599983215332,11180.66015625,2706.530029296875,2.47,0.665
15.729999542236328,1.1455278396606445,54.560001373291016,11176.580078125,2724.8701171875,2.4,4.515
15.569999694824219,1.1436283588409424,53.65999984741211,11367.98046875,2737.699951171875,2.4,1.686
15.380000114440918,1.140992522239685,54.0099983215332,11324.7197265625,2731.610107421875,2.38,1.926
16.3700008392334,1.1365960836410522,52.63999938964844,11022.01953125,2706.050048828125,2.38,2.32
15.720000267028809,1.1338768005371094,52.720001220703125,10906.7802734375,2707.8798828125,2.37,2.016
15.970000267028809,1.1324259042739868,52.40999984741211,11014.58984375,2709.800048828125,2.4,2.006
15.430000305175781,1.1279042959213257,53.099998474121094,11126.080078125,2744.72998046875,2.39,1.658
15.649999618530273,1.1334655284881592,53.900001525878906,11167.2197265625,2753.030029296875,2.38,1.697
16.219999313354492,1.12649405002594,54.40999984741211,11089.7900390625,2745.72998046875,2.39,1.341
14.90999984741211,1.1295350790023804,55.59000015258789,11299.7998046875,2775.60009765625,2.43,5.271
14.90999984741211,1.1298030614852905,55.59000015258789,11299.2001953125,2775.60009765625,2.43,5.271
14.880000114440918,1.131196141242981,56.09000015258789,11309.2099609375,2779.760009765625,2.4,1.967
14.020000457763672,1.1343011856079102,56.91999816894531,11401.9697265625,2784.699951171875,2.39,2.275
14.460000038146973,1.1346358060836792,56.959999084472656,11423.2802734375,2774.8798828125,2.39,1.725
13.510000228881836,1.1343011856079102,57.2599983215332,11457.7001953125,2792.669921875,2.4,6.665
14.850000381469727,1.1342240571975708,55.47999954223633,11505.3896484375,2796.110107421875,2.38,1.375
15.170000076293945,1.1367511749267578,55.5,11540.7900390625,2793.89990234375,2.38,1.815
14.699999809265137,1.1393154859542847,56.939998626708984,11487.330078125,2792.3798828125,2.37,1.915
14.779999732971191,1.1380189657211304,57.220001220703125,11515.6396484375,2784.489990234375,2.58,3.415
13.569999694824219,1.1373459100723267,55.79999923706055,11601.6796875,2803.68994140625,2.38,2.015
14.630000114440918,1.1375917196273804,56.59000015258789,11592.66015625,2792.81005859375,2.38,2.917
14.739999771118164,1.1337354183197021,56.560001373291016,11620.740234375,2789.64990234375,2.38,3.119
15.739999771118164,1.1307101249694824,56.220001220703125,11587.6298828125,2771.449951171875,2.38,2.115
16.59000015258789,1.1314009428024292,56.65999984741211,11517.7998046875,2748.929931640625,2.38,0.717
16.049999237060547,1.1198333501815796,56.06999969482422,11457.83984375,2743.070068359375,2.39,0.015
14.329999923706055,1.1232421398162842,56.790000915527344,11543.48046875,2783.300048828125,2.38,0.019
13.770000457763672,1.1259232759475708,56.869998931884766,11524.169921875,2791.52001953125,2.39,0.027
13.40999984741211,1.1287446022033691,58.2599983215332,11572.41015625,2810.919921875,2.4,0.016
13.5,1.133105993270874,58.61000061035156,11587.4697265625,2808.47998046875,2.42,0.019
12.880000114440918,1.1308379173278809,58.52000045776367,11685.6904296875,2822.47998046875,2.46,0.015
13.100000381469727,1.1319772005081177,59.09000015258789,11657.0595703125,2832.93994140625,2.41,3.169
13.5600004196167,1.133619785308838,59.029998779296875,11788.41015625,2832.570068359375,2.42,2.515
13.90999984741211,1.135486125946045,59.83000183105469,11603.8896484375,2824.22998046875,2.47,0.617
13.630000114440918,1.1427918672561646,59.97999954223633,11549.9599609375,2854.8798828125,2.44,0.411
16.479999542236328,1.1375011205673218,59.040000915527344,11364.169921875,2800.7099609375,2.4,5.016
16.329999923706055,1.129586100578308,58.81999969482422,11346.650390625,2798.360107421875,2.4,0.129
14.680000305175781,1.131580114364624,59.939998626708984,11419.48046875,2818.4599609375,2.4,0.566
15.149999618530273,1.127484679222107,59.40999984741211,11419.0400390625,2805.3701171875,2.4,0.166
14.430000305175781,1.1251758337020874,59.29999923706055,11428.16015625,2815.43994140625,2.43,0.515
13.710000038146973,1.1230024099349976,60.13999938964844,11526.0400390625,2834.39990234375,2.65,0.731
13.399999618530273,1.1223849058151245,61.59000015258789,11681.990234375,2867.18994140625,2.46,0.011
13.359999656677246,1.1205737590789795,62.58000183105469,11754.7900390625,2867.239990234375,2.46,0.019
13.739999771118164,1.1203854084014893,62.459999084472656,11954.400390625,2873.39990234375,2.47,0.016
13.579999923706055,1.1246949434280396,62.099998474121094,11988.009765625,2879.389892578125,2.46,0.615
12.819999694824219,1.1225864887237549,63.08000183105469,12009.75,2892.739990234375,2.46,0.015
13.180000305175781,1.121956706047058,64.4000015258789,11963.400390625,2895.77001953125,2.46,0.284
14.279999732971191,1.1256444454193115,63.97999954223633,11850.5703125,2878.199951171875,2.45,0.41
13.300000190734863,1.126697063446045,64.61000061035156,11905.91015625,2888.2099609375,2.45,2.731
13.020000457763672,1.1276500225067139,63.58000183105469,11935.2001953125,2888.320068359375,2.44,0.122
12.010000228881836,1.1260753870010376,63.88999938964844,11999.9296875,2907.409912109375,2.44,0.016
12.319999694824219,1.1305055618286133,63.400001525878906,12020.2802734375,2905.580078125,2.47,0.018
12.180000305175781,1.1304928064346313,64.05000305175781,12101.3203125,2907.06005859375,2.47,0.7
12.600000381469727,1.128502607345581,63.7599983215332,12153.0703125,2900.449951171875,2.5,0.015
12.09000015258789,1.129713773727417,64.0,12222.3896484375,2905.030029296875,2.5,0.015
12.09000015258789,1.1235954761505127,64.0,12222.3896484375,2905.030029296875,2.5,0.015
12.420000076293945,1.1244546175003052,65.69999694824219,12222.3896484375,2907.969970703125,2.46,1.117
12.279999732971191,1.1258978843688965,66.30000305175781,12235.509765625,2933.679931640625,2.46,5.69
13.140000343322754,1.122435212135315,65.88999938964844,12313.16015625,2927.25,2.44,9.515
13.25,1.1153494119644165,65.20999908447266,12282.599609375,2926.169921875,2.45,0.61
12.729999542236328,1.113684892654419,63.29999923706055,12315.1796875,2939.8798828125,2.46,0.915
13.109999656677246,1.1150261163711548,63.5,12328.01953125,2943.030029296875,2.48,0.615
13.119999885559082,1.1185182332992554,63.90999984741211,12344.080078125,2945.830078125,2.76,0.015
14.800000190734863,1.121604323387146,63.599998474121094,12344.080078125,2923.72998046875,2.54,0.027
14.420000076293945,1.1200841665267944,61.810001373291016,12345.419921875,2917.52001953125,2.5,0.023
12.869999885559082,1.1173559427261353,61.939998626708984,12412.75,2945.639892578125,2.43,0.01
15.4399995803833,1.1185808181762695,62.25,12286.8798828125,2932.469970703125,2.42,0.067
19.31999969482422,1.1201846599578857,61.400001525878906,12092.740234375,2884.050048828125,2.44,0.961
19.399999618530273,1.1191065311431885,62.119998931884766,12179.9296875,2879.419921875,2.43,0.021
19.100000381469727,1.1198333501815796,61.70000076293945,11973.919921875,2870.719970703125,2.41,0.516
16.040000915527344,1.1222084760665894,61.65999984741211,12059.830078125,2881.39990234375,2.4,0.271
20.549999237060547,1.1236460208892822,61.040000915527344,11876.650390625,2811.8701171875,2.38,0.111
18.059999465942383,1.1232547760009766,61.779998779296875,11991.6201171875,2834.409912109375,2.39,1.37
16.440000534057617,1.1204482316970825,62.02000045776367,12099.5703125,2850.9599609375,2.48,0.46
15.289999961853027,1.1207244396209717,62.869998931884766,12310.3701171875,2876.320068359375,2.43,1.75
15.960000038146973,1.1173559427261353,62.7599983215332,12238.9404296875,2859.530029296875,2.42,9.7
16.309999465942383,1.1165324449539185,63.099998474121094,12041.2900390625,2840.22998046875,2.39,8.105
14.949999809265137,1.1168566942214966,62.9900016784668,12143.4697265625,2864.360107421875,2.38,3.705
14.75,1.1168566942214966,61.41999816894531,12168.740234375,2856.27001953125,2.37,3.751
16.920000076293945,1.1155484914779663,57.90999984741211,11952.41015625,2822.239990234375,2.37,4.93
15.850000381469727,1.1184556484222412,58.630001068115234,12011.0400390625,2826.06005859375,2.37,5.956
15.850000381469727,1.1209630966186523,58.630001068115234,12071.1796875,2826.06005859375,2.37,5.956
17.5,1.1193821430206299,59.13999938964844,12027.0498046875,2802.389892578125,2.41,1.52
17.899999618530273,1.1170687675476074,58.810001373291016,11837.8095703125,2783.02001953125,2.4,2.226
17.299999237060547,1.1137346029281616,56.59000015258789,11902.080078125,2788.860107421875,2.4,1.026
18.709999084472656,1.1131147146224976,53.5,11726.83984375,2752.06005859375,2.49,0.855
18.860000610351562,1.1174057722091675,53.25,11792.8095703125,2744.449951171875,2.4,1.255
16.969999313354492,1.124631643295288,53.47999954223633,11971.169921875,2803.27001953125,2.39,1.891
16.09000015258789,1.1254037618637085,51.68000030517578,11980.8095703125,2826.14990234375,2.4,2.255
15.930000305175781,1.1229015588760376,52.59000015258789,11953.1396484375,2843.489990234375,2.4,2.21
16.299999237060547,1.1276500225067139,53.9900016784668,12045.3798828125,2873.340087890625,2.39,1.91
15.9399995803833,1.1320157051086426,53.2599983215332,12045.3798828125,2886.72998046875,2.39,2.105
15.989999771118164,1.1318106651306152,53.27000045776367,12155.8095703125,2885.719970703125,2.38,1.007
15.90999984741211,1.1329518556594849,51.13999938964844,12115.6796875,2879.840087890625,2.37,1.705
15.819999694824219,1.1295605897903442,52.279998779296875,12169.0498046875,2891.639892578125,2.35,1.655
15.279999732971191,1.1280443668365479,52.5099983215332,12096.400390625,2886.97998046875,2.35,1.657
