GDP,Unemployment,Inflation,InterestRate,Swiss franc/Euro,Euro/Dollar,Euro/Uk
-0.004779617887652132,0.013681550151509292,0.004878048780487809,-0.038961038961038974,0.0036249230558786927,0.019266180700339364,0.014215778572773452
-0.004143029063178538,0.011079346558373171,0.0012135922330096527,-0.021235521235521082,0.001431102630502945,0.019081177120504167,0.003156038243757653
-0.0015231223801934757,0.007841895539832722,-0.00242424242424244,-0.00591715976331364,0.018305546104117054,0.009479159035967966,0.003793837327658034
0.0007309502361370068,0.004756454565592927,-0.00243013365735123,-0.01388888888888895,0.012763966853782449,0.03512234768221534,0.0676622418879056
0.0022539769533893583,0.0021296558817429645,0.0024360535931791105,-0.030181086519114553,0.016892114813592762,-0.015394969294186933,0.006993610775340997
0.003194842562419975,0.0009125998623620291,0.002430133657351119,-0.026970954356846488,0.004217766530400402,-0.0025489861016175785,-0.024950698791048498
0.0033072579403219393,4.883373372899236e-05,0.0,0.021321961620468954,-0.004910829671749828,-0.00179884360054261,-0.02048892015476622
0.002575822299787145,-0.0003114150188644471,-0.001212121212121109,0.022964509394572064,0.004805194805194812,-0.003232311674938093,0.00745129724391802
0.001443085012452272,-0.0002407510778245081,0.0,0.0,0.000710869846193507,0.0010044050335040744,0.04188201746569242
0.0003088798683188454,7.221198735374301e-05,-0.0024271844660194164,0.020408163265306145,0.006780755569906427,-0.00695210928429113,0.0008552856654122643
-0.0005483474171493752,0.000640950335362156,0.008515815085158085,0.01200000000000001,-0.0029506093649774856,0.01325095990069003,0.049905998974534294
-0.001067931796868038,0.0010075860667755343,0.0,-0.007905138339920903,0.007269686052496116,-0.013975155279503104,0.026615660100927974
-0.0007620803188403968,0.03561407478673484,0.0024125452352230514,-0.013944223107569598,0.0049179280832853944,-0.02203279635917088,0.0026163482121619452
0.00029776210601784037,0.012946946714685437,0.0036101083032491488,-0.020202020202020332,-0.004067624253209612,-0.008361648692569057,-0.030365332911592602
0.0018599805914145673,0.0010218193472519843,0.003597122302158251,-0.01855670103092777,-0.007849393746011457,-0.008804600440974863,-0.02259011580492587
