GDP,Unemployment,Inflation,InterestRate,Swiss franc/Euro,Euro/Dollar,Euro/US
-0.0012677673243730592,-0.02264150943396237,0.005557765932050929,0.0546867613615214,0.0001875703388769523,-0.04215262307255496,-0.05768544935805986
0.013708993590289875,-0.019305019305019266,0.003947927624698311,0.19417564499595708,0.001437769581796644,-0.004438769305606272,-0.0078531554546315
0.00475836048557321,-0.019685039370078927,-0.00039322763298110797,0.06057114384478779,-0.0010611735330836591,-0.028400415317901384,-0.01010871638374966
0.015421715882526943,-0.02008032128514048,0.006294243651539189,0.058213095371841383,0.004186714990939144,-0.03441664571284897,-0.049614643545279336
0.007977360796983302,-0.016393442622950727,0.0011728071987600064,-0.03577515070243242,-0.027380211574362212,-0.006624133328993254,-0.05402939685757735
0.0007305378733288848,-0.012499999999999845,0.006638052464040811,-0.003491108916191532,-0.012092130518234101,0.003440648808061164,-0.030004286326618113
-0.004258355333254027,-0.016877637130801815,0.003103195146751281,-0.031045383804762183,-0.01806877792889061,-0.019577108335374405,-0.04076447193990285
0.02123035735157308,-0.012875536480686622,0.006187065884158738,-0.06575807187489069,0.011344149848305118,0.05352563035006508,0.0632269952781297
-0.002512529987254375,0.0,0.009223717603680459,0.04395605318146023,-0.003325942350332678,-0.0288175782484984,-0.054917677642980944
-2.7808878533264192e-08,0.021739130434782483,0.001523236365203795,-0.014917315412156684,-0.013937054243276958,0.00818724872633747,0.020401146131804992
-0.0031185989608517595,0.025531914893617058,-0.000380260478835881,-0.059350156806087795,-0.02222959522229584,0.0024216984178238032,0.00629001460181966
-0.0046627676694670495,0.016597510373443924,0.009509353623999184,0.08416438468468246,-0.000135731252120741,-0.009969399259139977,-0.021542582877553285
0.003868449564858878,0.028571428571428692,0.002260728859792005,0.02658315288847235,-0.00576936129776684,0.02248214605261034,0.04814054300707271
0.006864223481333642,0.03968253968253954,0.000751863065337588,-0.09766916960438476,-0.0008192244675041538,0.010818894881708063,0.07074444928167178
-0.002750889219831465,0.041984732824427606,-0.0007512981919759465,-0.0408235854143858,0.002118065045094264,0.0012277084349865408,0.01585688147997555
-0.013582156015870761,0.04395604395604402,0.009022558269488501,-0.08598357460301032,-0.0003409013431512342,0.05266384744776853,0.07374424654792877
0.0014589034355010355,0.024561403508771784,-0.0011177099944529312,-0.04586317173183607,0.035329422998226834,0.04790848404295045,0.05973348243406962
0.009105264443004302,0.0068493150684934,0.0033569219853681886,0.06002878375836107,0.017852437417654743,-0.004004617423648771,-0.010903974674639438
0.001203102273692691,0.0,0.0003717788382129328,0.04818200916476312,0.005565982784285994,-0.0019316620879120672,0.057076813655761116
-0.0015319808258144052,0.027210884353741527,0.007060575238414968,-0.05214984229797259,0.00959001094162315,-0.0253179074735137,0.051051303616484356
0.00589723097694006,0.023178807947019875,0.00774902450938697,0.03842983555389945,-0.019890348081091358,-0.018871254798711545,-0.036088661278707024
-0.0032304988561052683,0.006472491909385036,0.0029293044345366503,-0.026014583099015276,-0.000715493690646607,0.007675701607100072,0.014444628922464009
