GDP,Unemployment,Inflation,InterestRate,Swiss franc/Euro,Euro/Dollar,Euro/Uk,Stoxx50,Property Prices Ger,Property Prices UK,VIX
-0.0045479757774791185,0.013681550151509292,0.004878048780487809,-0.038961038961038974,0.0036249230558786927,0.019266180700339364,0.014215778572773452,-0.08009314147946434,0.0008945066700170035,0.0049500001712716735,-0.017123018774350074
-0.004568754361648941,0.011079346558373171,0.0012135922330096527,-0.021235521235521082,0.001431102630502945,0.019081177120504167,0.003156038243757653,-0.03577664925405377,-0.002411586479686978,0.013508440530731747,0.06931087578906947
0.00048630114516701184,0.007841895539832722,-0.00242424242424244,-0.00591715976331364,0.018305546104117054,0.009479159035967966,0.003793837327658034,0.0813340626757213,-0.0012721497249734703,0.01204522272599462,-0.22148678454200543
0.0004860647713123001,0.004756454565592927,-0.00243013365735123,-0.01388888888888895,0.012763966853782449,0.03512234768221534,0.0676622418879056,0.020756045213329077,-0.0035196207119317924,0.013457778820992194,-0.13301619858624292
0.00048582862713142383,0.0021296558817429645,0.0024360535931791105,-0.030181086519114553,0.016892114813592762,-0.015394969294186933,0.006993610775340997,0.05687745096340424,-0.0023748242484589177,0.011922799678059537,-0.1308552434555731
0.0030350881476679525,0.0009125998623620291,0.002430133657351119,-0.026970954356846488,0.004217766530400402,-0.0025489861016175785,-0.024950698791048498,0.012379412335097983,-0.0016202425031486278,0.0019261624333035687,-0.038468909151836206
0.003025904261508172,4.883373372899236e-05,0.0,0.021321961620468954,-0.004910829671749828,-0.00179884360054261,-0.02048892015476622,0.028771768769020323,-0.003308613867923804,0.021287789821089698,-0.032678433640901394
0.003016775786798709,-0.0003114150188644471,-0.001212121212121109,0.022964509394572064,0.004805194805194812,-0.003232311674938093,0.00745129724391802,0.020143368466313705,-0.0023900984974157824,0.010364442973505472,0.05389070054676659
0.000401034091230823,-0.0002407510778245081,0.0,0.0,0.000710869846193507,0.0010044050335040744,0.04188201746569242,-0.00567643734006773,-0.0006804648399015845,-0.010868271768483484,-0.019507256165162246
0.0004008733273606069,7.221198735374301e-05,-0.0024271844660194164,0.020408163265306145,0.006780755569906427,-0.00695210928429113,0.0008552856654122643,0.037222988081708985,-0.004170866285634345,0.030514119006785023,-0.10764724745291554
0.0004007126923299964,0.000640950335362156,0.008515815085158085,0.01200000000000001,-0.0029506093649774856,0.01325095990069003,0.049905998974534294,0.024125125415683124,-0.0024579749164714837,0.008736469370574262,-0.12898085115516544
-0.0005106602752714684,0.0010075860667755343,0.0,-0.007905138339920903,0.007269686052496116,-0.013975155279503104,0.026615660100927974,0.04606923784935657,-0.006027224960594713,-0.02936197432230525,-0.06239044784480108
-0.0005109211824230186,0.03561407478673484,0.0024125452352230514,-0.013944223107569598,0.0049179280832853944,-0.02203279635917088,0.0026163482121619452,0.013082891164918342,0.0013153078344243507,0.045513163813176716,-0.026720597315031402
-0.0005111823563170859,0.012946946714685437,0.0036101083032491488,-0.020202020202020332,-0.004067624253209612,-0.008361648692569057,-0.030365332911592602,-0.013254256822200272,-0.002418473377078456,0.006560978619633673,0.21947957548640362
0.001965743658979946,0.0010218193472519843,0.003597122302158251,-0.01855670103092777,-0.007849393746011457,-0.008804600440974863,-0.02259011580492587,0.01779169928271962,-0.003129974197028096,0.006005634231035728,-0.1237571233010234
0.0019618870918696185,0.0013914808072537088,0.002389486260454099,0.008403361344537785,-0.00945520036019809,0.009378804503028526,0.001835627868168821,-0.04152442927245581,-0.0015670434756166474,0.005170683396781062,0.14369339932632563
0.0019580456274277402,0.001973857257807632,0.0,0.006250000000000089,-0.013506493506493467,-0.010855160296022737,0.010910302323644538,0.02198619228987675,-0.0022742216183809782,0.0048045767420208385,-0.1838213191121877
-0.0010768329520350894,0.0029908123115336416,0.0023837902264598476,0.0020703933747412417,0.005134281200631863,0.0022279761546335486,0.010545394628439508,-0.01840058969011238,-0.002102282593240079,0.03387135395322027,-0.005201605730816294
